Date,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPosessionMinutes,TimeOfPosessionSeconds,TimeOfPosession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPosessionMinutes,OpponentTimeOfPosessionSeconds,OpponentTimeOfPosession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards
9/30/2012 1:00:00 PM,2012,4,HOU,TEN,HOME,38,14,52,Reliant Stadium,Grass,71,91,15,45.0,-13.0,14,0,14,10,0,32,26,32:26,16,5,11,0,59,297,5.0,5,31,95,3.1,1,28,20,202,2,0,7.2,10.1,71.4,115.48,14,6,42.9,1,1,100,3,2,0,0,152,1,3,0,0,0,0,5,4,0,6,259,43.2,0,3,3,0,7,0,7,0,27,34,27:34,17,8,9,0,60,325,5.4,2,29,158,5.4,0,27,17,167,2,2,6.2,9.8,63.0,74.15,12,4,33.3,1,1,100,2,2,0,0,9,7,73,2,1,4,26,3,5,0,7,326,46.6,3,0,-3,66.7,0,2,-1,4,13.8,16.1,0,100,0,-2,1,-4,16.1,10.7,12.9,7,5,2,0,41.7,5,5,0,0,0,0,0,1,1,0,4,34,2,56,2,118,3,3,1,0,41.7,2,2,0,0,0,0,0,0,0,0,3,9,5,107,0,0
9/30/2012 1:00:00 PM,2012,4,KC,SD,HOME,20,37,57,Arrowhead Stadium,Grass,67,54,0,44.0,2.0,0,6,7,7,0,26,8,26:8,25,6,15,4,66,349,5.3,3,22,115,5.2,1,42,24,234,2,3,5.6,9.8,57.1,59.03,10,4,40.0,0,0,0,1,1,0,0,40,9,80,4,3,2,17,3,6,0,4,205,51.2,6,1,-5,17,10,0,10,0,33,52,33:52,19,7,9,3,60,293,4.9,4,34,104,3.1,1,23,18,189,2,1,8.2,10.5,78.3,111.78,12,3,25.0,0,0,0,4,3,3,3,73,7,75,2,0,3,20,6,4,0,5,269,53.8,1,6,5,100,0,-3,2,1,17.6,11.5,4.5,75.0,100,3,-2,-1,18.2,13.6,11.5,4,4,2,0,51.3,2,2,0,1,0,0,0,0,0,0,3,39,4,109,1,1,8,7,3,0,42.0,4,4,0,0,0,0,0,3,3,0,1,0,2,53,3,73
9/30/2012 1:00:00 PM,2012,4,NYJ,SF,HOME,0,34,34,MetLife,FieldTurf,67,50,4,41.0,4.0,0,0,0,0,0,23,4,23:4,9,1,5,3,50,145,2.9,0,17,45,2.6,0,30,14,100,0,1,3.3,7.1,46.7,40.97,13,2,15.4,0,0,0,0,0,0,0,0,4,30,3,3,3,12,3,5,0,8,303,37.9,4,0,-4,0,10,7,17,0,36,56,36:56,26,16,7,3,68,381,5.6,4,44,247,5.6,3,22,12,134,0,0,6.1,11.2,54.5,72.92,12,4,33.3,1,1,100,5,3,2,1,40,8,67,2,0,2,9,2,3,0,4,184,46,0,4,4,0,0,1,2,-1,11.4,12.5,9.1,60.0,50.0,-1,-2,1,17.6,6.1,8.3,1,1,0,1,32.9,0,0,0,0,0,0,0,0,0,0,0,0,2,73,0,0,6,6,4,0,41.0,4,4,0,0,0,0,0,4,2,0,4,40,1,25,1,0
9/30/2012 1:00:00 PM,2012,4,STL,SEA,HOME,19,13,32,Edward Jones Dome,Dome,70,40,0,39.5,2.5,3,10,3,3,0,30,8,30:8,15,2,13,0,60,286,4.8,1,27,75,2.8,0,31,17,211,1,1,6.8,12.4,54.8,73.45,13,5,38.5,1,1,100,2,1,2,1,58,6,37,0,0,2,12,4,5,0,4,156,39,1,3,2,7,0,3,3,0,29,52,29:52,19,11,8,0,61,319,5.2,1,34,179,5.3,1,25,17,140,0,3,5.6,8.2,68.0,42.50,9,2,22.2,0,0,0,3,1,0,0,30,5,55,0,0,2,20,3,9,0,4,196,49,3,1,-2,50.0,50.0,1,-4,0,14.7,14.8,6.1,33.3,0,-1,4,0,33.3,9.1,7.4,5,5,4,0,38.8,1,1,0,0,0,0,0,4,4,0,1,18,1,10,3,40,4,3,2,0,39.5,1,1,0,0,0,0,0,2,2,0,2,1,1,69,1,29
9/30/2012 1:00:00 PM,2012,4,CAR,ATL,AWAY,28,30,58,Georgia Dome,Dome,70,40,0,48.0,7.0,7,7,7,7,0,30,6,30:6,21,11,10,0,63,404,6.4,4,35,199,5.7,2,25,15,205,2,0,8.2,13.7,60.0,112.92,11,4,36.4,0,0,0,3,3,1,1,44,9,64,3,1,3,10,12,7,0,6,271,45.2,1,1,0,7,10,7,6,0,29,54,29:54,24,6,14,4,66,426,6.5,3,19,121,6.4,0,40,25,305,3,1,7.6,12.2,62.5,100.52,13,5,38.5,0,0,0,4,1,1,0,17,2,15,0,0,7,64,3,5,0,5,235,47,1,1,0,100,100,9,2,4,36.8,25.5,10.7,25.0,0,-9,-2,-4,14.3,10.7,14.9,5,5,4,0,42.3,4,4,0,0,0,0,0,0,0,0,3,23,2,55,1,21,7,7,5,0,42.4,3,3,0,0,0,0,0,3,3,0,2,17,1,27,0,0
9/30/2012 1:00:00 PM,2012,4,MIN,DET,AWAY,20,13,33,Ford Field,Dome,68,70,0,48.5,3.5,10,3,7,0,0,29,18,29:18,15,9,4,2,56,227,4.1,2,28,127,4.5,0,26,16,100,0,0,3.8,6.2,61.5,69.39,12,3,25.0,0,0,0,1,0,1,0,77,5,87,0,0,2,11,9,8,0,6,259,43.2,0,1,1,3,3,0,7,0,30,42,30:42,23,2,17,4,76,341,4.5,1,20,55,2.8,1,51,30,286,0,0,5.6,9.5,58.8,74.47,16,6,37.5,3,1,33.3,3,1,2,1,35,5,72,1,1,5,33,7,7,0,5,198,39.6,1,0,-1,0,0,2,1,3,40.0,16.1,7.1,33.3,50.0,-2,-1,-3,25.0,25.0,8.9,5,5,5,0,37.3,2,2,0,0,0,0,0,3,2,0,1,77,2,109,0,0,4,2,1,0,24.2,1,1,0,0,0,0,0,2,2,0,3,35,0,0,0,0
9/30/2012 1:00:00 PM,2012,4,NE,BUF,AWAY,52,28,80,Ralph Wilson Stadium,Artificial,58,72,7,48.5,-4.0,7,0,14,31,0,30,47,30:47,33,19,13,1,77,580,7.5,7,40,247,6.2,4,36,22,333,3,0,9.2,15.1,61.1,119.33,11,4,36.4,0,0,0,6,5,2,2,70,1,10,3,2,1,7,4,4,0,3,119,39.7,2,6,4,0,14,7,7,0,29,13,29:13,19,4,15,0,69,438,6.3,4,27,98,3.6,0,39,22,340,4,4,8.7,15.5,56.4,80.02,15,8,53.3,0,0,0,1,0,1,0,0,3,17,3,2,3,10,3,3,0,5,209,41.8,6,2,-4,83.3,100,1,1,2,14.8,9.5,2.7,0,0,-1,-1,-2,7.5,8.1,7.1,9,9,8,0,39.7,7,7,0,0,0,0,0,3,1,0,1,14,1,20,4,56,5,4,3,0,39.0,4,4,0,0,0,0,0,0,0,0,0,0,1,26,0,0
9/30/2012 1:00:00 PM,2012,4,SD,KC,AWAY,37,20,57,Arrowhead Stadium,Grass,67,54,0,44.0,-2.0,17,10,0,10,0,33,52,33:52,19,7,9,3,60,293,4.9,4,34,104,3.1,1,23,18,189,2,1,8.2,10.5,78.3,111.78,12,3,25.0,0,0,0,4,3,3,3,73,7,75,2,0,3,20,6,4,0,5,269,53.8,1,6,5,0,6,7,7,0,26,8,26:8,25,6,15,4,66,349,5.3,3,22,115,5.2,1,42,24,234,2,3,5.6,9.8,57.1,59.03,10,4,40.0,0,0,0,1,1,0,0,40,9,80,4,3,2,17,3,6,0,4,205,51.2,6,1,-5,75.0,100,3,-2,-1,18.2,13.6,11.5,100,0,-3,2,1,17.6,11.5,4.5,8,7,3,0,42.0,4,4,0,0,0,0,0,3,3,0,1,0,2,53,3,73,4,4,2,0,51.3,2,2,0,1,0,0,0,0,0,0,3,39,4,109,1,1
9/30/2012 1:00:00 PM,2012,4,SEA,STL,AWAY,13,19,32,Edward Jones Dome,Dome,70,40,0,39.5,-2.5,7,0,3,3,0,29,52,29:52,19,11,8,0,61,319,5.2,1,34,179,5.3,1,25,17,140,0,3,5.6,8.2,68.0,42.50,9,2,22.2,0,0,0,3,1,0,0,30,5,55,0,0,2,20,3,9,0,4,196,49,3,1,-2,3,10,3,3,0,30,8,30:8,15,2,13,0,60,286,4.8,1,27,75,2.8,0,31,17,211,1,1,6.8,12.4,54.8,73.45,13,5,38.5,1,1,100,2,1,2,1,58,6,37,0,0,2,12,4,5,0,4,156,39,1,3,2,33.3,0,-1,4,0,33.3,9.1,7.4,50.0,50.0,1,-4,0,14.7,14.8,6.1,4,3,2,0,39.5,1,1,0,0,0,0,0,2,2,0,2,1,1,69,1,29,5,5,4,0,38.8,1,1,0,0,0,0,0,4,4,0,1,18,1,10,3,40
9/30/2012 1:00:00 PM,2012,4,SF,NYJ,AWAY,34,0,34,MetLife,FieldTurf,67,50,4,41.0,-4.0,0,10,7,17,0,36,56,36:56,26,16,7,3,68,381,5.6,4,44,247,5.6,3,22,12,134,0,0,6.1,11.2,54.5,72.92,12,4,33.3,1,1,100,5,3,2,1,40,8,67,2,0,2,9,2,3,0,4,184,46,0,4,4,0,0,0,0,0,23,4,23:4,9,1,5,3,50,145,2.9,0,17,45,2.6,0,30,14,100,0,1,3.3,7.1,46.7,40.97,13,2,15.4,0,0,0,0,0,0,0,0,4,30,3,3,3,12,3,5,0,8,303,37.9,4,0,-4,60.0,50.0,-1,-2,1,17.6,6.1,8.3,0,0,1,2,-1,11.4,12.5,9.1,6,6,4,0,41.0,4,4,0,0,0,0,0,4,2,0,4,40,1,25,1,0,1,1,0,1,32.9,0,0,0,0,0,0,0,0,0,0,0,0,2,73,0,0
9/30/2012 1:00:00 PM,2012,4,TEN,HOU,AWAY,14,38,52,Reliant Stadium,Grass,71,91,15,45.0,13.0,0,7,0,7,0,27,34,27:34,17,8,9,0,60,325,5.4,2,29,158,5.4,0,27,17,167,2,2,6.2,9.8,63.0,74.15,12,4,33.3,1,1,100,2,2,0,0,9,7,73,2,1,4,26,3,5,0,7,326,46.6,3,0,-3,14,0,14,10,0,32,26,32:26,16,5,11,0,59,297,5.0,5,31,95,3.1,1,28,20,202,2,0,7.2,10.1,71.4,115.48,14,6,42.9,1,1,100,3,2,0,0,152,1,3,0,0,0,0,5,4,0,6,259,43.2,0,3,3,100,0,-2,1,-4,16.1,10.7,12.9,66.7,0,2,-1,4,13.8,16.1,0,3,3,1,0,41.7,2,2,0,0,0,0,0,0,0,0,3,9,5,107,0,0,7,5,2,0,41.7,5,5,0,0,0,0,0,1,1,0,4,34,2,56,2,118
9/30/2012 4:05:00 PM,2012,4,CIN,JAX,AWAY,27,10,37,EverBank Field,Grass,86,62,7,45.5,1.0,3,14,0,10,0,31,19,31:19,20,6,12,2,65,382,5.9,3,34,138,4.1,1,31,20,244,2,1,7.9,12.2,64.5,96.71,11,2,18.2,1,1,100,7,3,3,2,56,6,50,2,1,0,0,7,8,0,3,143,47.7,2,2,0,0,7,3,0,0,28,41,28:41,17,5,11,1,58,212,3.7,1,18,69,3.8,0,34,23,143,1,1,4.2,6.2,67.6,73.53,11,2,18.2,1,0,0,2,1,1,1,10,3,37,1,1,6,43,1,3,0,6,295,49.2,2,2,0,42.9,66.7,6,5,6,44.4,17.5,0,50.0,100,-6,-5,-6,8.8,3.2,15.0,6,5,3,0,47.7,3,3,0,0,0,0,0,2,2,0,3,33,0,0,1,23,3,3,3,0,40.3,1,1,0,0,0,0,0,1,1,0,0,0,3,70,1,10
9/30/2012 4:05:00 PM,2012,4,MIA,ARI,AWAY,21,24,45,University of Phoenix Stadium,Grass,70,40,0,39.0,4.0,0,13,0,8,0,35,0,35:0,21,5,15,1,74,480,6.5,2,29,86,3.0,1,41,26,394,1,2,9.6,15.2,63.4,82.77,16,6,37.5,1,1,100,3,1,2,1,40,4,40,2,2,4,37,10,9,0,5,221,44.2,4,2,-2,0,0,7,14,3,31,31,31:31,19,0,18,1,71,297,4.2,3,15,28,1.9,0,48,29,269,3,2,5.6,9.3,60.4,79.25,16,4,25.0,2,2,100,3,2,2,1,23,6,62,4,0,8,55,9,7,0,9,435,48.3,2,4,2,33.3,50.0,1,2,4,60.0,17.9,8.9,66.7,50.0,-1,-2,-4,24.1,20.0,14.3,6,6,3,0,40.6,1,1,0,1,1,0,0,3,2,0,2,9,1,23,2,31,4,4,3,0,47.3,3,3,0,0,0,0,0,1,1,0,4,18,3,90,2,5
9/30/2012 4:05:00 PM,2012,4,OAK,DEN,AWAY,6,37,43,Sports Authority Field at Mile High,Grass,72,26,6,47.0,6.5,3,3,0,0,0,22,35,22:35,12,2,9,1,53,237,4.5,0,16,56,3.5,0,34,19,181,0,0,5.3,9.5,55.9,70.83,12,1,8.3,2,1,50.0,2,0,0,0,0,5,41,1,0,3,21,1,3,0,7,346,49.4,0,1,1,10,0,21,6,0,37,25,37:25,26,11,14,1,77,503,6.5,4,38,165,4.3,1,39,30,338,3,0,8.7,11.3,76.9,127.94,16,10,62.5,2,1,50.0,4,3,2,1,42,4,30,1,1,0,0,8,4,0,0,0,0,1,0,-1,0,0,-7,-1,-3,7.9,2.6,8.1,75.0,50.0,7,1,3,25.0,21.6,0,3,3,2,0,43.4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,8,8,8,0,0.0,4,4,0,0,0,0,0,3,3,0,5,42,1,16,0,0
9/30/2012 4:05:00 PM,2012,4,ARI,MIA,HOME,24,21,45,University of Phoenix Stadium,Grass,70,40,0,39.0,-4.0,0,0,7,14,3,31,31,31:31,19,0,18,1,71,297,4.2,3,15,28,1.9,0,48,29,269,3,2,5.6,9.3,60.4,79.25,16,4,25.0,2,2,100,3,2,2,1,23,6,62,4,0,8,55,9,7,0,9,435,48.3,2,4,2,0,13,0,8,0,35,0,35:0,21,5,15,1,74,480,6.5,2,29,86,3.0,1,41,26,394,1,2,9.6,15.2,63.4,82.77,16,6,37.5,1,1,100,3,1,2,1,40,4,40,2,2,4,37,10,9,0,5,221,44.2,4,2,-2,66.7,50.0,-1,-2,-4,24.1,20.0,14.3,33.3,50.0,1,2,4,60.0,17.9,8.9,4,4,3,0,47.3,3,3,0,0,0,0,0,1,1,0,4,18,3,90,2,5,6,6,3,0,40.6,1,1,0,1,1,0,0,3,2,0,2,9,1,23,2,31
9/30/2012 4:05:00 PM,2012,4,DEN,OAK,HOME,37,6,43,Sports Authority Field at Mile High,Grass,72,26,6,47.0,-6.5,10,0,21,6,0,37,25,37:25,26,11,14,1,77,503,6.5,4,38,165,4.3,1,39,30,338,3,0,8.7,11.3,76.9,127.94,16,10,62.5,2,1,50.0,4,3,2,1,42,4,30,1,1,0,0,8,4,0,0,0,0,1,0,-1,3,3,0,0,0,22,35,22:35,12,2,9,1,53,237,4.5,0,16,56,3.5,0,34,19,181,0,0,5.3,9.5,55.9,70.83,12,1,8.3,2,1,50.0,2,0,0,0,0,5,41,1,0,3,21,1,3,0,7,346,49.4,0,1,1,75.0,50.0,7,1,3,25.0,21.6,0,0,0,-7,-1,-3,7.9,2.6,8.1,8,8,8,0,0.0,4,4,0,0,0,0,0,3,3,0,5,42,1,16,0,0,3,3,2,0,43.4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
9/30/2012 4:05:00 PM,2012,4,JAX,CIN,HOME,10,27,37,EverBank Field,Grass,86,62,7,45.5,-1.0,0,7,3,0,0,28,41,28:41,17,5,11,1,58,212,3.7,1,18,69,3.8,0,34,23,143,1,1,4.2,6.2,67.6,73.53,11,2,18.2,1,0,0,2,1,1,1,10,3,37,1,1,6,43,1,3,0,6,295,49.2,2,2,0,3,14,0,10,0,31,19,31:19,20,6,12,2,65,382,5.9,3,34,138,4.1,1,31,20,244,2,1,7.9,12.2,64.5,96.71,11,2,18.2,1,1,100,7,3,3,2,56,6,50,2,1,0,0,7,8,0,3,143,47.7,2,2,0,50.0,100,-6,-5,-6,8.8,3.2,15.0,42.9,66.7,6,5,6,44.4,17.5,0,3,3,3,0,40.3,1,1,0,0,0,0,0,1,1,0,0,0,3,70,1,10,6,5,3,0,47.7,3,3,0,0,0,0,0,2,2,0,3,33,0,0,1,23
9/30/2012 4:25:00 PM,2012,4,GB,NO,HOME,28,27,55,Lambeau Field,Grass,64,58,7,54.0,-7.5,7,14,0,7,0,29,32,29:32,30,5,21,4,66,421,6.4,4,25,102,4.1,0,41,31,319,4,1,7.8,10.3,75.6,119.87,8,4,50.0,1,1,100,5,4,2,1,0,7,43,1,1,0,0,2,4,0,2,82,41,2,0,-2,7,7,10,3,0,30,28,30:28,25,1,23,1,75,474,6.3,3,19,45,2.4,0,54,35,429,3,0,7.9,12.3,64.8,107.72,17,9,52.9,1,1,100,4,2,2,1,4,10,72,0,0,2,17,1,0,0,3,108,36,0,2,2,80.0,50.0,1,4,2,21.1,3.6,0,50.0,50.0,-1,-4,-2,0,2.4,3.6,5,4,2,0,39.0,4,4,0,0,0,0,0,0,0,0,0,0,3,88,0,0,6,6,3,0,36.0,3,3,0,0,0,0,0,3,2,0,1,4,3,91,1,0
9/30/2012 4:25:00 PM,2012,4,TB,WAS,HOME,22,24,46,Raymond James Stadium,Grass,89,52,11,44.5,-2.0,3,3,7,9,0,27,41,27:41,16,5,11,0,58,373,6.4,2,18,80,4.4,1,39,24,293,1,1,7.5,12.2,61.5,82.53,12,3,25.0,0,0,0,2,2,2,2,36,10,107,0,0,1,6,2,6,0,6,277,46.2,1,0,-1,7,14,0,3,0,32,19,32:19,27,9,14,4,67,474,7.1,3,31,153,4.9,2,35,26,321,0,0,9.2,12.3,74.3,102.20,11,2,18.2,1,1,100,3,2,1,1,30,8,73,1,0,1,2,1,2,0,6,280,46.7,0,1,1,100,100,1,4,0,19.4,5.6,2.5,66.7,100,-1,-4,0,11.1,2.5,2.8,6,6,4,0,43.3,1,1,0,1,0,0,0,3,3,0,4,36,1,2,0,0,5,4,4,0,40.7,3,3,0,0,0,0,0,4,1,0,3,17,2,42,1,13
9/30/2012 4:25:00 PM,2012,4,NO,GB,AWAY,27,28,55,Lambeau Field,Grass,64,58,7,54.0,7.5,7,7,10,3,0,30,28,30:28,25,1,23,1,75,474,6.3,3,19,45,2.4,0,54,35,429,3,0,7.9,12.3,64.8,107.72,17,9,52.9,1,1,100,4,2,2,1,4,10,72,0,0,2,17,1,0,0,3,108,36,0,2,2,7,14,0,7,0,29,32,29:32,30,5,21,4,66,421,6.4,4,25,102,4.1,0,41,31,319,4,1,7.8,10.3,75.6,119.87,8,4,50.0,1,1,100,5,4,2,1,0,7,43,1,1,0,0,2,4,0,2,82,41,2,0,-2,50.0,50.0,-1,-4,-2,0,2.4,3.6,80.0,50.0,1,4,2,21.1,3.6,0,6,6,3,0,36.0,3,3,0,0,0,0,0,3,2,0,1,4,3,91,1,0,5,4,2,0,39.0,4,4,0,0,0,0,0,0,0,0,0,0,3,88,0,0
9/30/2012 4:25:00 PM,2012,4,WAS,TB,AWAY,24,22,46,Raymond James Stadium,Grass,89,52,11,44.5,2.0,7,14,0,3,0,32,19,32:19,27,9,14,4,67,474,7.1,3,31,153,4.9,2,35,26,321,0,0,9.2,12.3,74.3,102.20,11,2,18.2,1,1,100,3,2,1,1,30,8,73,1,0,1,2,1,2,0,6,280,46.7,0,1,1,3,3,7,9,0,27,41,27:41,16,5,11,0,58,373,6.4,2,18,80,4.4,1,39,24,293,1,1,7.5,12.2,61.5,82.53,12,3,25.0,0,0,0,2,2,2,2,36,10,107,0,0,1,6,2,6,0,6,277,46.2,1,0,-1,66.7,100,-1,-4,0,11.1,2.5,2.8,100,100,1,4,0,19.4,5.6,2.5,5,4,4,0,40.7,3,3,0,0,0,0,0,4,1,0,3,17,2,42,1,13,6,6,4,0,43.3,1,1,0,1,0,0,0,3,3,0,4,36,1,2,0,0
9/30/2012 8:20:00 PM,2012,4,NYG,PHI,AWAY,17,19,36,Lincoln Financial Field,Grass,63,59,6,46.0,2.5,0,3,7,7,0,26,39,26:39,20,2,14,4,61,366,6,2,19,57,3,0,42,24,309,2,1,7.4,12.9,57.1,86.31,10,2,20.0,1,1,100,4,2,2,1,29,7,55,1,0,0,0,3,8,0,5,222,44.4,1,0,-1,0,7,6,6,0,33,21,33:21,22,10,11,1,68,422,6.2,1,36,191,5.3,0,30,19,231,1,0,7.7,12.2,63.3,98.06,12,4,33.3,0,0,0,4,1,2,0,17,5,49,1,0,2,10,0,1,0,4,182,45.5,0,1,1,50.0,50.0,3,7,2,22.2,9.4,0,25.0,0,-3,-7,-2,5.3,0,6.2,4,2,1,0,35.8,2,2,0,0,0,0,0,2,1,0,3,29,6,217,0,0,6,5,0,0,38.3,1,1,0,0,0,0,0,4,4,0,1,3,3,50,1,14
9/30/2012 8:20:00 PM,2012,4,PHI,NYG,HOME,19,17,36,Lincoln Financial Field,Grass,63,59,6,46.0,-2.5,0,7,6,6,0,33,21,33:21,22,10,11,1,68,422,6.2,1,36,191,5.3,0,30,19,231,1,0,7.7,12.2,63.3,98.06,12,4,33.3,0,0,0,4,1,2,0,17,5,49,1,0,2,10,0,1,0,4,182,45.5,0,1,1,0,3,7,7,0,26,39,26:39,20,2,14,4,61,366,6,2,19,57,3,0,42,24,309,2,1,7.4,12.9,57.1,86.31,10,2,20.0,1,1,100,4,2,2,1,29,7,55,1,0,0,0,3,8,0,5,222,44.4,1,0,-1,25.0,0,-3,-7,-2,5.3,0,6.2,50.0,50.0,3,7,2,22.2,9.4,0,6,5,0,0,38.3,1,1,0,0,0,0,0,4,4,0,1,3,3,50,1,14,4,2,1,0,35.8,2,2,0,0,0,0,0,2,1,0,3,29,6,217,0,0
10/1/2012 8:30:00 PM,2012,4,DAL,CHI,HOME,18,34,52,Cowboys Stadium,Artificial,80,28,3,41.5,-3.0,0,7,3,8,0,29,10,29:10,26,2,24,0,68,430,6.3,2,14,41,2.9,0,53,40,389,2,5,7.3,9.7,75.5,68.83,9,3,33.3,1,1,100,3,2,0,0,0,2,10,2,0,1,7,3,2,0,3,111,37,5,1,-4,0,10,14,10,0,30,50,30:50,18,3,14,1,54,360,6.7,4,28,93,3.3,0,24,18,267,2,0,11.1,14.8,75.0,138.72,12,7,58.3,0,0,0,1,0,1,0,107,4,25,1,1,2,8,2,6,0,3,120,40,1,5,4,66.7,0,1,-4,1,7.1,11.5,1.9,0,0,-1,4,-1,42.9,3.7,7.7,4,2,0,0,34.3,1,1,0,1,1,0,0,1,1,0,0,0,2,48,0,0,7,7,5,0,40.0,4,4,0,0,0,0,0,2,2,0,1,8,3,50,5,99
10/1/2012 8:30:00 PM,2012,4,CHI,DAL,AWAY,34,18,52,Cowboys Stadium,Artificial,80,28,3,41.5,3.0,0,10,14,10,0,30,50,30:50,18,3,14,1,54,360,6.7,4,28,93,3.3,0,24,18,267,2,0,11.1,14.8,75.0,138.72,12,7,58.3,0,0,0,1,0,1,0,107,4,25,1,1,2,8,2,6,0,3,120,40,1,5,4,0,7,3,8,0,29,10,29:10,26,2,24,0,68,430,6.3,2,14,41,2.9,0,53,40,389,2,5,7.3,9.7,75.5,68.83,9,3,33.3,1,1,100,3,2,0,0,0,2,10,2,0,1,7,3,2,0,3,111,37,5,1,-4,0,0,-1,4,-1,42.9,3.7,7.7,66.7,0,1,-4,1,7.1,11.5,1.9,7,7,5,0,40.0,4,4,0,0,0,0,0,2,2,0,1,8,3,50,5,99,4,2,0,0,34.3,1,1,0,1,1,0,0,1,1,0,0,0,2,48,0,0
